"Superintendência","Processo","Tipo de requerimento","Fase Atual","CPF CNPJ do titular","Titular","Municipio(s)","Substância(s)","Tipo(s) de Uso","Situação","Data da Cessão"
"Gerência Regional / GO","804365/1975","Requerimento de Autorização de Pesquisa","Concessão de Lavra","29.541.600/0001-49","DOMUS AUREA MINERACAO LTDA","CRIXÁS - GO","CIANITA, MINÉRIO DE OURO","Demais substâncias, Industrial","Sim","27/06/2011"
"Gerência Regional / GO","860291/2016","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","27.556.902/0001-65","ACTUALPAR ADMINISTRACAO E PARTICIPACAO LTDA","APARECIDA DE GOIÂNIA - GO, HIDROLÂNDIA - GO","XISTO","Brita","Sim","08/03/2019"
"Gerência Regional / GO","860943/1991","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.513.791-**","MARIA HELENA TORRES BATISTA CARRILHO","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim","28/12/2017"
"Gerência Regional / GO","860943/1991","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.513.791-**","MARIA HELENA TORRES BATISTA CARRILHO","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim","14/02/2014"
"Gerência Regional / GO","861292/2016","Requerimento de Autorização de Pesquisa","Direito de Requerer a Lavra","30.314.158/0001-05","AREIÃO SANTA FÉ EIRELI","SILVÂNIA - GO, VIANÓPOLIS - GO","AREIA, ARGILA","Construção civil, Industrial","Sim","29/08/2018"
"Gerência Regional / GO","861287/2011","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","28.207.333/0001-05","HELIO SILVESTRE DE OLIVEIRA","CÓRREGO DO OURO - GO","AREIA, CASCALHO, MINÉRIO DE OURO","Construção civil, Construção civil, Industrial","Sim","15/03/2016"
"Gerência Regional / GO","862359/2007","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","11.582.320/0001-13","RICK & MILLA ESCAVAÇÕES LTDA","LUZIÂNIA - GO, ORIZONA - GO","AREIA, CASCALHO, MINÉRIO DE OURO","Construção civil, Construção civil, Industrial","Sim","08/11/2019"
"Gerência Regional / GO","812761/1973","Requerimento de Autorização de Pesquisa","Concessão de Lavra","33.846.902/0001-00","AG MINERACAO LTDA","BRASÍLIA - DF, SANTO ANTÔNIO DO DESCOBERTO - GO","MANGANÊS","Demais substâncias","Sim","16/04/2020"
"Gerência Regional / GO","860829/2015","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","32.552.547/0001-96","CALCÁRIO GUARANI EIRELI","GUARANI DE GOIÁS - GO","CALCÁRIO, CALCÁRIO, CALCÁRIO, DOLOMITO","Corretivo de solo, Corretivo de solo, Fabricação de cal, Fabricação de cimento","Sim","22/12/2016"
"Gerência Regional / TO","864508/2010","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.639.061-**","Amanda Santos Fonseca","CAVALCANTE - GO, PARANÃ - TO","MINÉRIO DE OURO","Industrial","Sim","27/09/2012"
"Gerência Regional / TO","864508/2010","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.639.061-**","Amanda Santos Fonseca","CAVALCANTE - GO, PARANÃ - TO","MINÉRIO DE OURO","Industrial","Sim","22/08/2018"
"Gerência Regional / TO","864508/2010","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.639.061-**","Amanda Santos Fonseca","CAVALCANTE - GO, PARANÃ - TO","MINÉRIO DE OURO","Industrial","Sim","30/10/2023"
"Gerência Regional / TO","864508/2010","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.639.061-**","Amanda Santos Fonseca","CAVALCANTE - GO, PARANÃ - TO","MINÉRIO DE OURO","Industrial","Sim","24/08/2021"
"Gerência Regional / TO","864508/2010","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.639.061-**","Amanda Santos Fonseca","CAVALCANTE - GO, PARANÃ - TO","MINÉRIO DE OURO","Industrial","Sim","17/12/2019"
"Gerência Regional / GO","861631/2021","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","36.903.503/0001-14","VALE DA SERRA MINERACAO LTDA","NIQUELÂNDIA - GO","MINÉRIO DE OURO","Industrial","Sim","09/04/2024"
"Gerência Regional / GO","860511/2018","Requerimento de Disponibilidade para pesquisa","Requerimento de Lavra","37.873.043/0001-91","MINERACAO ATLANTA LTDA","FAZENDA NOVA - GO, MONTES CLAROS DE GOIÁS - GO","AREIA","Construção civil","Sim","15/10/2020"
"Gerência Regional / GO","860511/2018","Requerimento de Disponibilidade para pesquisa","Requerimento de Lavra","37.873.043/0001-91","MINERACAO ATLANTA LTDA","FAZENDA NOVA - GO, MONTES CLAROS DE GOIÁS - GO","AREIA","Construção civil","Sim","20/08/2026"
"Gerência Regional / GO","860511/2018","Requerimento de Disponibilidade para pesquisa","Requerimento de Lavra","37.873.043/0001-91","MINERACAO ATLANTA LTDA","FAZENDA NOVA - GO, MONTES CLAROS DE GOIÁS - GO","AREIA","Construção civil","Sim","06/07/2021"
"Gerência Regional / GO","860511/2018","Requerimento de Disponibilidade para pesquisa","Requerimento de Lavra","37.873.043/0001-91","MINERACAO ATLANTA LTDA","FAZENDA NOVA - GO, MONTES CLAROS DE GOIÁS - GO","AREIA","Construção civil","Sim","15/10/2020"
"Gerência Regional / GO","860511/2018","Requerimento de Disponibilidade para pesquisa","Requerimento de Lavra","37.873.043/0001-91","MINERACAO ATLANTA LTDA","FAZENDA NOVA - GO, MONTES CLAROS DE GOIÁS - GO","AREIA","Construção civil","Sim","15/10/2020"
"Gerência Regional / GO","860243/2022","Requerimento de Disponibilidade para pesquisa","Requerimento de Lavra","37.873.043/0001-91","MINERACAO ATLANTA LTDA","JUSSARA - GO, MONTES CLAROS DE GOIÁS - GO","AREIA, CASCALHO, DIAMANTE, DIAMANTE","Construção civil, Construção civil, Gema, Industrial","Sim","14/11/2024"
"Gerência Regional / GO","862696/2008","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","10.767.496/0001-87","CANAA EMPREENDIMENTOS EIRELI","CACHOEIRA DE GOIÁS - GO, PARAÚNA - GO","AREIA, MINÉRIO DE OURO","Construção civil, Industrial","Sim","19/01/2012"
"Gerência Regional / GO","862696/2008","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","10.767.496/0001-87","CANAA EMPREENDIMENTOS EIRELI","CACHOEIRA DE GOIÁS - GO, PARAÚNA - GO","AREIA, MINÉRIO DE OURO","Construção civil, Industrial","Sim","07/10/2021"
"Gerência Regional / GO","861411/2010","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","10.767.496/0001-87","CANAA EMPREENDIMENTOS EIRELI","CACHOEIRA DE GOIÁS - GO, PARAÚNA - GO","AREIA, MINÉRIO DE OURO","Construção civil, Industrial","Sim","25/04/2014"
"Gerência Regional / GO","861411/2010","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","10.767.496/0001-87","CANAA EMPREENDIMENTOS EIRELI","CACHOEIRA DE GOIÁS - GO, PARAÚNA - GO","AREIA, MINÉRIO DE OURO","Construção civil, Industrial","Sim","07/10/2021"
"Gerência Regional / GO","862856/2011","Requerimento de Cessão parcial","Requerimento de Lavra","10.767.496/0001-87","CANAA EMPREENDIMENTOS EIRELI","CACHOEIRA DE GOIÁS - GO","AREIA","Construção civil","Sim","27/11/2019"
"Gerência Regional / GO","862855/2011","Requerimento de Cessão parcial","Requerimento de Lavra","10.767.496/0001-87","CANAA EMPREENDIMENTOS EIRELI","CACHOEIRA DE GOIÁS - GO","AREIA","Construção civil","Sim","27/11/2019"
"Gerência Regional / GO","860397/2011","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","36.601.506/0001-01","MINERACAO RIO TIGRE LTDA","PADRE BERNARDO - GO","CALCÁRIO","Fabricação de cimento","Sim","01/03/2016"
"Gerência Regional / GO","860968/2006","Requerimento de Autorização de Pesquisa","Direito de Requerer a Lavra","36.903.503/0001-14","VALE DA SERRA MINERACAO LTDA","URUAÇU - GO","MINÉRIO DE MANGANÊS","Industrial","Sim","29/07/2020"
"Gerência Regional / GO","860423/2020","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","36.903.503/0001-14","VALE DA SERRA MINERACAO LTDA","CAMPINAÇU - GO, MINAÇU - GO","TERRAS RARAS","Industrial","Sim","28/07/2023"
"Gerência Regional / GO","860124/2020","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","32.060.982/0001-01","PERTH RECURSOS MINERAIS LTDA","MINAÇU - GO","MINÉRIO DE COBRE","Industrial","Sim","23/03/2022"
"Gerência Regional / GO","860123/2020","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","32.060.982/0001-01","PERTH RECURSOS MINERAIS LTDA","MINAÇU - GO, PALMEIRÓPOLIS - TO","MINÉRIO DE COBRE","Industrial","Sim","23/03/2022"
"Gerência Regional / TO","864203/2018","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","32.060.982/0001-01","PERTH RECURSOS MINERAIS LTDA","MINAÇU - GO, PALMEIRÓPOLIS - TO","MINÉRIO DE CHUMBO, MINÉRIO DE COBRE, MINÉRIO DE ZINCO","Industrial, Industrial, Industrial","Sim","21/02/2022"
"Gerência Regional / TO","864202/2018","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","32.060.982/0001-01","PERTH RECURSOS MINERAIS LTDA","MINAÇU - GO, PALMEIRÓPOLIS - TO","MINÉRIO DE CHUMBO, MINÉRIO DE COBRE, MINÉRIO DE ZINCO","Industrial, Industrial, Industrial","Sim","21/02/2022"
"Gerência Regional / GO","804365/1975","Requerimento de Autorização de Pesquisa","Concessão de Lavra","29.541.600/0001-49","DOMUS AUREA MINERACAO LTDA","CRIXÁS - GO","CIANITA, MINÉRIO DE OURO","Demais substâncias, Industrial","Sim","29/04/2004"
"Gerência Regional / GO","860291/2016","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","27.556.902/0001-65","ACTUALPAR ADMINISTRACAO E PARTICIPACAO LTDA","APARECIDA DE GOIÂNIA - GO, HIDROLÂNDIA - GO","XISTO","Brita","Sim","06/03/2018"
"Gerência Regional / GO","860038/2018","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.744.625-**","IDAIANE COSTA VIEIRA","SÃO DOMINGOS - GO","MINÉRIO DE OURO","Industrial","Sim","28/08/2018"
"Gerência Regional / GO","860074/2015","Requerimento de Autorização de Pesquisa","Concessão de Lavra","29.709.464/0001-53","29.709.464 MARCONDES LOPES DE SOUZA","SÃO LUÍS DE MONTES BELOS - GO","AREIA, DIAMANTE","Construção civil, Industrial","Sim","28/08/2019"
"Gerência Regional / GO","860943/1991","Requerimento de Lavra Garimpeira","Lavra Garimpeira","***.513.791-**","MARIA HELENA TORRES BATISTA CARRILHO","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim","24/04/2018"
"Gerência Regional / GO","861301/2015","Requerimento de Disponibilidade para pesquisa","Concessão de Lavra","29.962.596/0001-92","RAFAEL DE FREITAS CURY LTDA","JARAGUÁ - GO","AREIA, CAULIM","Construção civil, Industrial","Sim","20/03/2020"
"Gerência Regional / GO","861292/2016","Requerimento de Autorização de Pesquisa","Direito de Requerer a Lavra","30.314.158/0001-05","AREIÃO SANTA FÉ EIRELI","SILVÂNIA - GO, VIANÓPOLIS - GO","AREIA, ARGILA","Construção civil, Industrial","Sim","16/06/2020"
"Gerência Regional / GO","861447/2009","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","19.500.340/0001-00","HGM MINERACAO E TRANSPORTES LTDA","PLANALTINA - GO","AREIA, MINÉRIO DE OURO","Construção civil, Industrial","Sim","20/08/2018"
"Gerência Regional / GO","860455/2017","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","30.323.122/0001-80","FETZ MINERADORA LTDA.","RIO VERDE - GO","BASALTO","Brita","Sim","03/02/2022"
"Gerência Regional / GO","860723/2017","Requerimento de Autorização de Pesquisa","Concessão de Lavra","28.178.110/0001-67","JAS IND e COM de AGUA MINERAL E PRODUTOS PLASTICOS EIRELI","HIDROLÂNDIA - GO","ÁGUA MINERAL","Engarrafamento","Sim","21/11/2019"
"Gerência Regional / GO","862004/2013","Requerimento de Autorização de Pesquisa","Concessão de Lavra","27.616.215/0001-98","NSO INDUSTRIA DE BEBIDAS EIRELI","GOIÁS - GO","ÁGUA MINERAL","Engarrafamento","Sim","20/09/2018"
"Gerência Regional / GO","861829/2024","Requerimento de Pesquisa - Leilão","Autorização de Pesquisa","***.722.641-**","TALLIS MARTINS LOPES DE ASSUNCAO","JANDAIA - GO, PALMEIRAS DE GOIÁS - GO","AREIA, MINÉRIO DE OURO","Construção civil, Industrial","Sim","28/10/2025"
"Gerência Regional / GO","862726/2008","Requerimento de Cessão parcial","Requerimento de Lavra","06.040.951/0001-70","AMA MATERIAIS PARA CONSTRUÇÃO E MADEIREIRA LTDA","SILVÂNIA - GO, VIANÓPOLIS - GO","AREIA","Construção civil","Sim","08/11/2019"
"Gerência Regional / GO","861452/2015","Requerimento de Autorização de Pesquisa","Concessão de Lavra","31.162.448/0001-35","MEIRE GOMES MENDONÇA NASCIMENTO EIRELI","BELA VISTA DE GOIÁS - GO","ÁGUA MINERAL","Engarrafamento","Sim","05/10/2018"
"Gerência Regional / GO","861287/2011","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","28.207.333/0001-05","HELIO SILVESTRE DE OLIVEIRA","CÓRREGO DO OURO - GO","AREIA, CASCALHO, MINÉRIO DE OURO","Construção civil, Construção civil, Industrial","Sim","28/08/2019"
"Gerência Regional / GO","861968/2024","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.302.881-**","VALDENIR LACERDA MOREIRA","FAINA - GO, GOIÁS - GO","OURO","Industrial","Sim","27/07/2026"
"Gerência Regional / GO","862359/2007","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","11.582.320/0001-13","RICK & MILLA ESCAVAÇÕES LTDA","LUZIÂNIA - GO, ORIZONA - GO","AREIA, CASCALHO, MINÉRIO DE OURO","Construção civil, Construção civil, Industrial","Sim","31/03/2014"
"Gerência Regional / GO","860885/2016","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","30.326.153/0001-94","JONAS DIAS DOS SANTOS - DRAGA LL COMERCIO E SERVICOS","ARRAIAS - TO, MONTE ALEGRE DE GOIÁS - GO","AREIA","Construção civil","Sim","08/03/2019"
"Gerência Regional / GO","860746/2018","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","32.171.572/0001-20","OURO PRETO AGROCIENCIA EIRELI","ALVORADA DO NORTE - GO","MINÉRIO DE CHUMBO","Industrial","Sim","21/11/2019"
"Gerência Regional / GO","860177/2019","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.587.921-**","KEDMA MARQUES NESSRALLA","BRASÍLIA - DF, FORMOSA - GO","AREIA, QUARTZITO","Construção civil, Industrial","Sim","27/02/2020"
"Gerência Regional / GO","861786/2011","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","32.877.982/0001-90","PRIME GOLD MINERADORA LTDA","ITABERAÍ - GO","MINÉRIO DE MANGANÊS","Industrial","Sim","11/06/2019"
"Gerência Regional / GO","860187/2016","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","32.914.896/0001-00","DANIELA MARTINS MATOS BARCELOS ","BALIZA - GO","AREIA, CASCALHO, DIAMANTE","Construção civil, Construção civil, Industrial","Sim","24/05/2019"
"Gerência Regional / GO","861603/2014","Requerimento de Disponibilidade para pesquisa","Concessão de Lavra","30.294.129/0001-10","M2M COMÉRCIO DE MARMORES E GRANITOS LTDA","PORANGATU - GO","FELDSPATO, GRANITO, MINÉRIO DE OURO","Industrial, Industrial, Revestimento","Sim","15/05/2019"
"Gerência Regional / GO","860410/2018","Requerimento de Cessão parcial","Requerimento de Lavra","33.419.930/0001-33","TERRA NOVA MINERACAO LTDA","SANTO ANTÔNIO DA BARRA - GO","BASALTO, FOSFATO","Brita, Fertilizantes","Sim","04/07/2019"
"Gerência Regional / GO","812761/1973","Requerimento de Autorização de Pesquisa","Concessão de Lavra","33.846.902/0001-00","AG MINERACAO LTDA","BRASÍLIA - DF, SANTO ANTÔNIO DO DESCOBERTO - GO","MANGANÊS","Demais substâncias","Sim","26/10/2012"
"Gerência Regional / GO","860105/2022","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.598.251-**","MATEUS FUKUSHIMA SPINDOLA","AURILÂNDIA - GO, PARAÚNA - GO","OURO","Industrial","Sim","04/08/2025"
"Gerência Regional / GO","860829/2015","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","32.552.547/0001-96","CALCÁRIO GUARANI EIRELI","GUARANI DE GOIÁS - GO","CALCÁRIO, CALCÁRIO, CALCÁRIO, DOLOMITO","Corretivo de solo, Corretivo de solo, Fabricação de cal, Fabricação de cimento","Sim","08/11/2019"
"Gerência Regional / GO","861345/2016","Requerimento de Autorização de Pesquisa","Concessão de Lavra","31.932.299/0001-46","ACQUAVIE AGUAS MINERAIS E BEBIDAS LTDA","HIDROLÂNDIA - GO","ÁGUA MINERAL","Engarrafamento","Sim","04/11/2019"
"Gerência Regional / GO","860319/2014","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","33.709.757/0001-08","MINERACAO JP, COMERCIO, IMPORTACAO E EXPORTACAO EIRELI","CRIXÁS - GO, UIRAPURU - GO","AREIA","Construção civil","Sim","21/11/2019"
"Gerência Regional / GO","860335/2018","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","28.648.288/0001-24","HIPERCAL EMPREENDIMENTOS LTDA","NIQUELÂNDIA - GO","CALCÁRIO","Fabricação de cimento","Sim","04/05/2020"
"Gerência Regional / GO","861441/2016","Requerimento de Autorização de Pesquisa","Concessão de Lavra","24.670.613/0001-02","Central Park Lazer e Entretenimento Ltda. EPP","LAGOA SANTA - GO","ÁGUA MINERAL","Balneoterapia","Sim","21/11/2019"
"Gerência Regional / TO","864508/2010","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.639.061-**","Amanda Santos Fonseca","CAVALCANTE - GO, PARANÃ - TO","MINÉRIO DE OURO","Industrial","Sim","01/09/2014"
"Gerência Regional / GO","860812/2022","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.679.371-**","EDIVALDO ALVES SILVA","GUARAÍTA - GO","OURO","Industrial","Sim","17/03/2026"
"Gerência Regional / GO","860482/2013","Requerimento de Disponibilidade para pesquisa","Autorização de Pesquisa","***.132.666-**","Ronaldo Alves Parreira ","NOVA IGUAÇU DE GOIÁS - GO, PILAR DE GOIÁS - GO","MINÉRIO DE MANGANÊS","Industrial","Sim","17/02/2020"
"Gerência Regional / GO","860270/2018","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","33.507.961/0001-46","OURO FINO DE GOIAS MINERACAO E PARTICIPACOES S.A","NIQUELÂNDIA - GO","MINÉRIO DE OURO","Industrial","Sim","02/12/2019"
"Gerência Regional / GO","860908/2019","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","27.703.108/0001-05","MARCELLO CAPONE EIRELI","FORMOSA - GO","AREIA, CASCALHO, MINÉRIO DE OURO","Construção civil, Construção civil, Industrial","Sim","18/03/2022"
"Gerência Regional / GO","860366/2002","Requerimento de Autorização de Pesquisa","Concessão de Lavra","35.770.961/0001-60","AGUA MINERAL GUARANI LTDA","HIDROLÂNDIA - GO","ÁGUA MINERAL, ÁGUA MINERAL, MINÉRIO DE OURO","Balneoterapia, Engarrafamento, Industrial","Sim","18/09/2020"
"Gerência Regional / GO","861429/2009","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","36.390.310/0001-07","MINERACAO METROPOLITANA DE GOIANIA LTDA","BELA VISTA DE GOIÁS - GO","ÁGUA MINERAL, CASCALHO, MINÉRIO DE OURO, XISTO","Brita, Construção civil, Engarrafamento, Industrial","Sim","20/03/2020"
"Gerência Regional / GO","860594/2019","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.036.641-**","ROSANAN PEREIRA DE JESUS","NOVA IGUAÇU DE GOIÁS - GO","AREIA","Construção civil","Sim","31/03/2023"
"Gerência Regional / GO","861440/2021","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","36.601.506/0001-01","MINERACAO RIO TIGRE LTDA","COCALZINHO DE GOIÁS - GO","CALCÁRIO, CALCÁRIO","Brita, Fabricação de cimento","Sim","05/02/2025"
"Gerência Regional / GO","861631/2021","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","36.903.503/0001-14","VALE DA SERRA MINERACAO LTDA","NIQUELÂNDIA - GO","MINÉRIO DE OURO","Industrial","Sim","17/11/2023"
